Call Number/ID,image files,image labels,Repository Country,Repository City,Repository Name,Source Collection,Facets,Date (narrative),Date (range) start,Date (range) end,Page dimensions,Note(s),Support Material,Language,Place of origin,Script,Creator,Creator Role,Former Owner,FO Ref,Manuscript Name
Lewis T440,mcat164401.tif|mcat164402.tif|mcat164403.tif|mcat164404.tif|,Lewis T440 front a|Lewis T440 reverse a|Lewis T440 front b|Lewis T440 reverse b|,United States,Philadelphia,Free Library of Philadelphia,,"Missal, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis T441,mcat164411.tif|mcat164412.tif|,Lewis T441 front|Lewis T441 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Missal: First Sunday in Advent
Lewis T441,mcat164411.tif|mcat164412.tif|,Lewis T441 front|Lewis T441 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Missal, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis T442,mcat164421.tif|mcat164422.tif|,Lewis T442 front|Lewis T442 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Sermons
Lewis T442,mcat164421.tif|mcat164422.tif|,Lewis T442 front|Lewis T442 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Collection of Sermons, Fragment",,,,,,,,,,,,,,
Lewis T443,mcat164431.tif|mcat164432.tif|,Lewis T443 front|Lewis T443 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Sermons
Lewis T443,mcat164431.tif|mcat164432.tif|,Lewis T443 front|Lewis T443 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Collection of Sermons, Fragment",,,,,,,,,,,,,,
Lewis T444,mcat164441.tif|mcat164442.tif|,Lewis T444 front|Lewis T444 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Sermons
Lewis T444,mcat164441.tif|mcat164442.tif|,Lewis T444 front|Lewis T444 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Collection of Sermons, Fragment",,,,,,,,,,,,,,
Lewis T445,mcat164451.tif|mcat164452.tif|,Lewis T445 front|Lewis T445 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Sermon (Maximus of Turin)
Lewis T445,mcat164451.tif|mcat164452.tif|,Lewis T445 front|Lewis T445 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Collection of Sermons, Fragment",,,,,,,,,,,,,,
Lewis T446,mcat164461.tif|mcat164462.tif|,Lewis T446 front|Lewis T446 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Sermons
Lewis T446,mcat164461.tif|mcat164462.tif|,Lewis T446 front|Lewis T446 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Collection of Sermons, Fragment",,,,,,,,,,,,,,
Lewis T447,mcat164471.tif|mcat164472.tif|,Lewis T447 front|Lewis T447 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Sermons
Lewis T447,mcat164471.tif|mcat164472.tif|,Lewis T447 front|Lewis T447 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Collection of Sermons, Fragment",,,,,,,,,,,,,,
Lewis T437,mcat164671.tif|mcat164672.tif|,"Lewis T437, fol. 1r|Lewis T437, fol. 1v|",United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1300,1500,,"De Ricci no. 346 362&amp;#x0D; Acquired from the Thomas F. Richardson Collection, Boston.&amp;#x0D; On original mat in hand of J.F. Lewis: Initial 'D' from a gradual with musical notes. English, possibly Flemish.|De Ricci no. 346 362 Acquired from the Thomas F. Richardson Collection, Boston. On original mat in hand of J.F. Lewis: Initial 'D' from a gradual with musical notes. English, possibly Flemish.|",Parchment,English,England,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Gradual or Missal with Neumes
Lewis T437,mcat164671.tif|mcat164672.tif|,"Lewis T437, fol. 1r|Lewis T437, fol. 1v|",United States,Philadelphia,Free Library of Philadelphia,,"14th century, 15th century, Missal, Gradual, Liturgy, English, England, Fragment",,,,,,,,,,,,,,
Lewis T618,mcat174491.tif|mcat174492.tif|,Lewis T618 front|Lewis T618 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T618,mcat174491.tif|mcat174492.tif|,Lewis T618 front|Lewis T618 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T619,mcat174501.tif|mcat174502.tif|,Lewis T619 front|Lewis T619 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 17||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Latin Text
Lewis T619,mcat174501.tif|mcat174502.tif|,Lewis T619 front|Lewis T619 reverse|,United States,Philadelphia,Free Library of Philadelphia,,Fragment,,,,,,,,,,,,,,
Lewis T620,mcat174511.tif|mcat174512.tif|,Lewis T620 front|Lewis T620 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811," King Ladislaus of Naples, regarding the Monastery of Saint Lucy at Bari"
Lewis T620,mcat174511.tif|mcat174512.tif|,Lewis T620 front|Lewis T620 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Christian, Fragment",,,,,,,,,,,,,,
Lewis T621,mcat174521.tif|mcat174522.tif|,Lewis T621 front|Lewis T621 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 17||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T621,mcat174521.tif|mcat174522.tif|,Lewis T621 front|Lewis T621 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T622,mcat174531.tif|mcat174532.tif|,Lewis T622 front|Lewis T622 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T622,mcat174531.tif|mcat174532.tif|,Lewis T622 front|Lewis T622 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T623,mcat174541.tif|mcat174542.tif|,Lewis T623 front|Lewis T623 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T623,mcat174541.tif|mcat174542.tif|,Lewis T623 front|Lewis T623 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T624,mcat174551.tif|mcat174552.tif|,Lewis T624 front|Lewis T624 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811," Bible: Ezra, Chapter 6"
Lewis T624,mcat174551.tif|mcat174552.tif|,Lewis T624 front|Lewis T624 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Bible, Biblical, Fragment",,,,,,,,,,,,,,
Lewis T625,mcat174561.tif|mcat174562.tif|,Lewis T625 front|Lewis T625 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T625,mcat174561.tif|mcat174562.tif|,Lewis T625 front|Lewis T625 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T626,mcat174571.tif|mcat174572.tif|,Lewis T626 front|Lewis T626 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T626,mcat174571.tif|mcat174572.tif|,Lewis T626 front|Lewis T626 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T627,mcat174581.tif|mcat174582.tif|,Lewis T627 front|Lewis T627 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T627,mcat174581.tif|mcat174582.tif|,Lewis T627 front|Lewis T627 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T628,mcat174591.tif|mcat174592.tif|,Lewis T628 front|Lewis T628 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T628,mcat174591.tif|mcat174592.tif|,Lewis T628 front|Lewis T628 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T629,mcat174601.tif|mcat174602.tif|,Lewis T629 front|Lewis T629 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T629,mcat174601.tif|mcat174602.tif|,Lewis T629 front|Lewis T629 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T630,mcat174611.tif|mcat174612.tif|,Lewis T630 front|Lewis T630 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T630,mcat174611.tif|mcat174612.tif|,Lewis T630 front|Lewis T630 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T631,mcat174621.tif|mcat174622.tif|,Lewis T631 front|Lewis T631 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T631,mcat174621.tif|mcat174622.tif|,Lewis T631 front|Lewis T631 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T632,mcat174631.tif|mcat174632.tif|,Lewis T632 front|Lewis T632 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Catholicon of Johannes Balbus
Lewis T632,mcat174631.tif|mcat174632.tif|,Lewis T632 front|Lewis T632 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Grammar, Dictionary, Fragment",,,,,,,,,,,,,,
Lewis T633,mcat174641.tif|mcat174642.tif|,Lewis T633 front|Lewis T633 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T633,mcat174641.tif|mcat174642.tif|,Lewis T633 front|Lewis T633 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T634,mcat174651.tif|mcat174652.tif|,Lewis T634 front|Lewis T634 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Missal
Lewis T634,mcat174651.tif|mcat174652.tif|,Lewis T634 front|Lewis T634 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Missal, Liturgy, Fragment",,,,,,,,,,,,,,
Lewis T635,mcat174661.tif|mcat174662.tif|,Lewis T635 front|Lewis T635 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Latin Text
Lewis T635,mcat174661.tif|mcat174662.tif|,Lewis T635 front|Lewis T635 reverse|,United States,Philadelphia,Free Library of Philadelphia,,Fragment,,,,,,,,,,,,,,
Lewis T636,mcat174671.tif|mcat174672.tif|,Lewis T636 front|Lewis T636 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811," Glossary of Names, A-B"
Lewis T636,mcat174671.tif|mcat174672.tif|,Lewis T636 front|Lewis T636 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Glossary, Fragment",,,,,,,,,,,,,,
Lewis T637,mcat174681.tif|mcat174682.tif|,Lewis T637 front|Lewis T637 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1400,1499,,"Leaf from a missal&amp;#x0D; This leaf is an example of music from the Exultet or Easter Proclamation: Flammas eius Lucifer matutinus inveniat, ille inquam, lucifer, qui nescit occasum (May the morning-star find its flame alight, that Morning-Star which knows no setting...). The Proclamation would be intoned during the Easter Vigil, or the night before Easter Sunday.&amp;#x0D; Missals were usually in two-column format: most missals did not contain music. This leaf has been simply rubricated (initials drawn in blue and red ink for delineation and ease of reading). Additionally, it is clear that there are many erasures and rewritings of the music in this leaf. Erasing parchment involved scraping the page (which is animal skin) with pumice or other scraping tools. It is possible or even probable that the leaf was meant to be decorated in the borders and that it was never completed. This leaf and the other leaf in this case are wonderful artifacts that allow us to see some of the stages of manuscript preparation from the Middle Ages.||",Parchment,Latin,Flanders,Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Exultet--music manuscript
Lewis T637,mcat174681.tif|mcat174682.tif|,Lewis T637 front|Lewis T637 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Song book, Musical notation, Flemish, Belgium, Fragment",,,,,,,,,,,,,,
Lewis T638,mcat174691.tif|mcat174692.tif|,Lewis T638 front|Lewis T638 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Bible: Job 35:10-37:21
Lewis T638,mcat174691.tif|mcat174692.tif|,Lewis T638 front|Lewis T638 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Bible, Biblical, Fragment",,,,,,,,,,,,,,
Lewis T639,mcat174701.tif|mcat174702.tif|,Lewis T639 front|Lewis T639 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Miscellaneous Text
Lewis T639,mcat174701.tif|mcat174702.tif|,Lewis T639 front|Lewis T639 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"?, Fragment",,,,,,,,,,,,,,
Lewis T640,mcat174711.tif|mcat174712.tif|,Lewis T640 front|Lewis T640 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T640,mcat174711.tif|mcat174712.tif|,Lewis T640 front|Lewis T640 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T641,mcat174721.tif|mcat174722.tif|,Lewis T641 front|Lewis T641 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T641,mcat174721.tif|mcat174722.tif|,Lewis T641 front|Lewis T641 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T642,mcat174731.tif|mcat174732.tif|,Lewis T642 front|Lewis T642 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T642,mcat174731.tif|mcat174732.tif|,Lewis T642 front|Lewis T642 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T643,mcat174741.tif|mcat174742.tif|,Lewis T643 front|Lewis T643 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T643,mcat174741.tif|mcat174742.tif|,Lewis T643 front|Lewis T643 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T644,mcat174751.tif|mcat174752.tif|,Lewis T644 front|Lewis T644 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T644,mcat174751.tif|mcat174752.tif|,Lewis T644 front|Lewis T644 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T645,mcat174761.tif|mcat174762.tif|,Lewis T645 front|Lewis T645 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T645,mcat174761.tif|mcat174762.tif|,Lewis T645 front|Lewis T645 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T646,mcat174771.tif|mcat174772.tif|,Lewis T646 front|Lewis T646 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T646,mcat174771.tif|mcat174772.tif|,Lewis T646 front|Lewis T646 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T647,mcat174781.tif|mcat174782.tif|,Lewis T647 front|Lewis T647 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T647,mcat174781.tif|mcat174782.tif|,Lewis T647 front|Lewis T647 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T648,mcat174791.tif|mcat174792.tif|,Lewis T648 front|Lewis T648 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T648,mcat174791.tif|mcat174792.tif|,Lewis T648 front|Lewis T648 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T649,mcat174801.tif|mcat174802.tif|,Lewis T649 front|Lewis T649 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T649,mcat174801.tif|mcat174802.tif|,Lewis T649 front|Lewis T649 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T650,mcat174811.tif|mcat174812.tif|,Lewis T650 front|Lewis T650 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T650,mcat174811.tif|mcat174812.tif|,Lewis T650 front|Lewis T650 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T651,mcat174821.tif|mcat174822.tif|,Lewis T651 front|Lewis T651 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T651,mcat174821.tif|mcat174822.tif|,Lewis T651 front|Lewis T651 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T652,mcat174831.tif|mcat174832.tif|,Lewis T652 front|Lewis T652 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T652,mcat174831.tif|mcat174832.tif|,Lewis T652 front|Lewis T652 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T653,mcat174841.tif|mcat174842.tif|,Lewis T653 front|Lewis T653 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T653,mcat174841.tif|mcat174842.tif|,Lewis T653 front|Lewis T653 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T654,mcat174851.tif|mcat174852.tif|,Lewis T654 front|Lewis T654 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T654,mcat174851.tif|mcat174852.tif|,Lewis T654 front|Lewis T654 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T655,mcat174861.tif|mcat174862.tif|,Lewis T655 front|Lewis T655 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T655,mcat174861.tif|mcat174862.tif|,Lewis T655 front|Lewis T655 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T656,mcat174871.tif|mcat174872.tif|,Lewis T656 front|Lewis T656 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18|Box 18|,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T656,mcat174871.tif|mcat174872.tif|,Lewis T656 front|Lewis T656 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
Lewis T657,mcat174881.tif|mcat174882.tif|,Lewis T657 front|Lewis T657 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,,,,Box 18||,Parchment,,Unknown,,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811, Music Manuscript
Lewis T657,mcat174881.tif|mcat174882.tif|,Lewis T657 front|Lewis T657 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"Song book, Musical notation, Fragment",,,,,,,,,,,,,,
